fechacreacion;numeroincidente;duraciondias;idservicio;idtipodeservicio;identorno;idprioridad;idestado
2020-01-21;INC002000000733;10.543;39;2;2;1;9
2020-01-21;INC002000000734;8.54249;59;1;2;1;9
2020-01-21;INC002000000735;8.54189;115;2;2;4;10
2020-01-21;INC002000000736;7.52206;110;2;2;4;10
2020-01-21;INC002000000737;8.51737;129;1;2;4;10
2020-01-21;INC002000000738;10.5151;129;1;2;4;10
2020-01-21;INC002000000739;8.5061;47;1;2;1;10
2020-01-21;INC002000000740;8.49446;68;1;2;4;9
2020-01-21;INC002000000741;8.48683;154;1;2;1;9
2020-01-21;INC002000000743;6.95072;41;1;2;4;9
2020-01-21;INC002000000744;58.4669;27;1;2;4;10
2020-01-21;INC002000000745;55.4644;175;1;2;4;10
2020-01-21;INC002000000747;55.4541;175;1;2;1;10
2020-01-21;INC002000000748;20.4458;33;1;2;4;9
2020-01-21;INC002000000749;13.4352;91;2;2;1;10
2020-01-21;INC002000000750;1.91616;63;1;2;4;10
2020-01-21;INC002000000751;9.43266;89;2;2;4;10
2020-01-21;INC002000000752;13.4294;83;1;2;4;10
2020-01-21;INC002000000754;20.4255;60;1;2;4;9
2020-01-21;INC002000000755;14.4254;115;1;2;4;10
2020-01-21;INC002000000756;8.42363;129;2;2;1;10
2020-01-21;INC002000000757;8.42087;129;2;2;1;10
2020-01-21;INC002000000758;0.69625;53;1;2;1;11
2020-01-21;INC002000000759;7.41678;175;1;2;2;10
2020-01-21;INC002000000760;14.4137;29;1;2;4;9
2020-01-21;INC002000000761;13.4102;101;2;2;4;10
2020-01-21;INC002000000764;9.40515;47;2;1;4;9
2020-01-21;INC002000000766;8.40223;47;2;2;4;10
2020-01-21;INC002000000767;8.40044;129;1;2;4;9
2020-01-21;INC002000000768;8.39753;68;1;2;1;9
2020-01-21;INC002000000769;10.3946;39;2;2;4;10
2020-01-21;INC002000000770;15.3702;39;2;2;3;10
2020-01-21;INC002000000772;7.35117;103;1;2;4;10
2020-01-21;INC002000000773;15.3505;129;2;2;1;10
2020-01-21;INC002000000774;14.3489;39;2;2;1;10
2020-01-21;INC002000000775;16.3395;165;1;2;2;10
2020-01-21;INC002000000776;10.312;109;2;2;2;10
2020-01-22;INC002000000780;7.77053;146;1;2;1;9
2020-01-22;INC002000000781;36.7669;47;2;2;4;10
2020-01-22;INC002000000782;7.7647;25;2;2;4;10
2020-01-22;INC002000000783;13.7639;47;2;2;4;10
2020-01-22;INC002000000784;7.7503;29;1;2;1;9
2020-01-22;INC002000000785;7.74948;129;1;2;4;9
2020-01-22;INC002000000787;9.7292;150;1;2;1;9
2020-01-22;INC002000000788;7.72766;175;1;2;4;10
2020-01-22;INC002000000790;12.7108;47;1;1;2;11
2020-01-22;INC002000000791;12.7097;47;1;1;2;11
2020-01-22;INC002000000792;13.7086;108;2;2;1;10
2020-01-22;INC002000000793;7.70192;47;1;2;4;9
2020-01-22;INC002000000794;7.70185;103;2;2;1;9
2020-01-22;INC002000000795;8.69873;129;1;2;4;10
2020-01-22;INC002000000796;7.69153;29;1;2;1;9
2020-01-22;INC002000000797;8.68802;47;2;2;4;9
2020-01-22;INC002000000798;19.6851;53;2;1;4;9
2020-01-22;INC002000000800;7.67988;129;1;2;4;10
2020-01-21;INC002000000801;13.5871;39;1;2;4;10
2020-01-21;INC002000000802;16.5751;84;1;1;4;11
2020-01-21;INC002000000804;7.56939;53;1;2;4;11
2020-01-21;INC002000000805;8.56293;47;2;2;4;9
2020-01-21;INC002000000808;20.5494;68;1;2;4;10
2020-01-21;INC002000000809;8.53943;157;1;2;1;9
2020-01-21;INC002000000810;7.53179;41;1;1;4;11
2020-01-21;INC002000000812;8.51255;15;1;2;4;10
2020-01-21;INC002000000813;0.804375;63;1;2;1;9
2020-01-21;INC002000000814;8.47443;157;1;2;4;9
2020-01-21;INC002000000815;93.5091;101;2;2;4;10
2020-01-21;INC002000000816;8.46623;29;1;2;1;9
2020-01-21;INC002000000817;15.4598;47;2;2;4;10
2020-01-21;INC002000000819;8.45308;68;1;2;1;9
2020-01-21;INC002000000821;8.44663;154;1;2;4;9
2020-01-21;INC002000000822;13.4326;39;2;2;4;9
2020-01-21;INC002000000823;37.4245;47;2;2;4;10
2020-01-21;INC002000000824;15.4092;41;2;2;4;10
2020-01-21;INC002000000826;16.2866;146;1;2;4;10
2020-01-21;INC002000000827;8.60083;63;2;2;1;10
2020-01-21;INC002000000828;8.25564;150;2;2;4;9
2020-01-22;INC002000000829;7.70233;103;2;2;1;9
2020-01-22;INC002000000830;7.67914;43;1;2;4;9
2020-01-22;INC002000000831;13.6618;129;2;1;4;11
2020-01-22;INC002000000832;7.65618;103;1;2;4;10
2020-01-22;INC002000000833;12.6554;115;1;2;1;9
2020-01-22;INC002000000834;13.6499;103;2;2;1;10
2020-01-22;INC002000000835;7.64873;129;2;2;4;10
2020-01-22;INC002000000836;0.0135417;59;1;2;1;9
2020-01-22;INC002000000837;7.64302;16;1;2;4;9
2020-01-22;INC002000000838;7.64252;16;1;2;4;9
2020-01-22;INC002000000839;9.63647;47;2;2;4;10
2020-01-22;INC002000000840;8.63507;59;1;2;4;10
2020-01-22;INC002000000841;10.6344;89;1;2;1;9
2020-01-22;INC002000000842;8.62802;47;1;2;4;9
2020-01-22;INC002000000843;7.62135;53;2;2;4;9
2020-01-22;INC002000000845;54.5998;47;1;2;4;10
2020-01-22;INC002000000846;7.59483;53;2;2;1;9
2020-01-22;INC002000000847;13.5914;47;1;2;1;10
2020-01-22;INC002000000848;19.5885;29;1;2;4;10
2020-01-22;INC002000000849;7.58633;47;2;2;4;9
2020-01-22;INC002000000853;27.5517;15;1;2;4;9
2020-01-22;INC002000000854;7.55001;25;2;2;4;9
2020-01-22;INC002000000856;27.5331;15;1;2;1;9
2020-01-22;INC002000000857;7.52369;15;1;2;4;9
2020-01-22;INC002000000858;15.4971;157;1;2;4;9
2020-01-22;INC002000000859;7.48477;129;1;2;1;10
2020-01-22;INC002000000861;13.4623;29;1;2;4;10
2020-01-22;INC002000000862;12.4487;129;1;2;4;10
2020-01-22;INC002000000863;8.44796;25;1;2;1;10
2020-01-22;INC002000000864;22.4246;175;2;2;4;9
2020-01-22;INC002000000865;9.41926;47;2;2;1;10
2020-01-22;INC002000000866;8.41338;175;2;2;4;9
2020-01-22;INC002000000867;8.40181;29;2;2;1;10
2020-01-22;INC002000000868;29.3929;39;2;2;4;10
2020-01-22;INC002000000870;15.3623;157;1;2;1;10
2020-01-22;INC002000000871;12.3357;47;2;2;1;10
2020-01-22;INC002000000872;8.32391;12;1;2;1;10
2020-01-23;INC002000000875;7.74791;103;2;2;1;10
2020-01-23;INC002000000876;7.71696;175;1;2;4;9
2020-01-23;INC002000000877;7.70882;129;1;2;4;10
2020-01-23;INC002000000878;34.703;60;1;2;1;10
2020-01-23;INC002000000879;11.7022;154;1;2;4;9
2020-01-23;INC002000000881;91.7118;109;2;2;1;10
2020-01-23;INC002000000882;7.6691;175;1;2;4;9
2020-01-23;INC002000000883;7.66821;150;2;2;4;9
2020-01-23;INC002000000885;13.6603;47;1;2;4;10
2020-01-23;INC002000000886;18.6578;47;1;2;4;10
2020-01-23;INC002000000887;8.64997;39;2;2;1;10
2020-01-23;INC002000000888;8.64993;29;1;2;4;9
2020-01-23;INC002000000890;11.6365;59;1;2;1;9
2020-01-23;INC002000000891;11.6358;47;1;2;4;9
2020-01-23;INC002000000892;8.62697;47;2;2;1;10
2020-01-23;INC002000000893;8.62675;87;2;2;4;10
2020-01-23;INC002000000894;14.6144;175;1;2;4;9
2020-01-23;INC002000000895;14.6107;115;1;2;4;9
2020-01-23;INC002000000896;7.6092;15;1;2;4;9
2020-01-23;INC002000000897;7.59706;150;1;2;2;9
2020-01-23;INC002000000898;11.5939;129;1;2;1;10
2020-01-23;INC002000000899;74.634;15;1;2;4;10
2020-01-23;INC002000000900;7.58779;146;1;2;4;9
2020-01-21;INC002000000905;9.55457;25;1;2;4;10
2020-01-21;INC002000000906;8.55179;25;2;2;4;9
2020-01-21;INC002000000907;9.52263;25;2;2;4;9
2020-01-21;INC002000000908;14.5198;157;1;2;4;10
2020-01-21;INC002000000909;7.50735;175;1;2;1;9
2020-01-21;INC002000000910;8.50665;103;1;2;4;9
2020-01-21;INC002000000911;10.506;175;1;2;4;9
2020-01-21;INC002000000912;10.5046;72;1;2;4;9
2020-01-21;INC002000000913;10.4983;115;1;2;1;10
2020-01-22;INC002000000919;9.36333;129;1;2;4;9
2020-01-22;INC002000000920;8.36193;129;1;2;4;9
2020-01-22;INC002000000921;8.36124;129;1;2;4;9
2020-01-22;INC002000000922;19.3592;118;2;2;4;10
2020-01-22;INC002000000925;44.3557;18;2;2;4;10
2020-01-22;INC002000000938;9.34527;129;1;2;4;9
2020-01-23;INC002000000954;13.4589;39;2;2;4;10
2020-01-23;INC002000000955;8.45819;129;2;2;1;10
2020-01-24;INC002000000956;11.482;172;1;2;4;10
2020-01-24;INC002000000957;11.4806;172;1;2;4;10
2020-01-24;INC002000000958;11.48;172;1;2;4;10
2020-01-24;INC002000000959;11.48;172;1;2;4;10
2020-01-24;INC002000000960;11.4793;172;1;2;4;10
2020-01-24;INC002000000961;11.4786;172;1;2;4;10
2020-01-24;INC002000000962;11.4786;172;1;2;4;10
2020-01-24;INC002000000963;12.4744;146;1;2;4;10
2020-01-24;INC002000000965;88.514;18;2;2;4;10
2020-01-24;INC002000000966;7.47162;18;2;2;1;10
2020-01-22;INC002000001001;7.67845;175;1;2;1;9
2020-01-22;INC002000001002;9.67244;39;2;2;1;9
2020-01-22;INC002000001003;19.6715;175;1;2;4;10
2020-01-22;INC002000001004;8.67021;129;1;2;4;10
2020-01-22;INC002000001005;8.6679;103;2;2;1;10
2020-01-22;INC002000001006;7.66574;25;2;2;4;10
2020-01-22;INC002000001007;14.6652;129;1;2;4;10
2020-01-22;INC002000001008;12.6642;129;1;2;4;10
2020-01-22;INC002000001009;13.6632;175;1;2;4;10
2020-01-22;INC002000001010;7.66189;103;2;2;4;10
2020-01-22;INC002000001011;9.66128;59;2;2;1;9
2020-01-22;INC002000001012;13.6518;68;2;2;4;10
2020-01-22;INC002000001013;30.6501;129;1;2;4;10
2020-01-22;INC002000001014;118.689;39;2;2;2;10
2020-01-22;INC002000001015;7.64422;16;1;2;4;9
2020-01-22;INC002000001016;8.64409;47;2;2;4;10
2020-01-22;INC002000001017;7.63183;129;2;2;4;10
2020-01-22;INC002000001018;8.62853;28;1;2;4;10
2020-01-22;INC002000001020;1.18089;63;2;2;1;10
2020-01-22;INC002000001022;9.61653;175;1;2;1;10
2020-01-22;INC002000001023;19.6112;53;1;1;4;11
2020-01-22;INC002000001024;35.6111;28;1;2;4;10
2020-01-22;INC002000001025;20.6109;28;1;2;4;10
2020-01-22;INC002000001026;13.6095;39;1;2;2;9
2020-01-22;INC002000001027;8.60801;41;1;1;4;11
2020-01-22;INC002000001028;54.6057;161;2;2;2;10
2020-01-22;INC002000001029;23.6007;28;1;2;4;9
2020-01-22;INC002000001030;23.5972;129;1;2;4;9
2020-01-22;INC002000001031;27.5965;129;2;2;4;10
2020-01-22;INC002000001032;13.5931;39;1;2;2;9
2020-01-22;INC002000001033;12.593;39;2;2;1;10
2020-01-22;INC002000001034;8.59085;59;1;2;4;9
2020-01-22;INC002000001035;7.59043;129;1;2;4;9
2020-01-22;INC002000001036;7.58764;175;1;2;4;10
2020-01-22;INC002000001038;13.5782;68;1;2;4;10
2020-01-22;INC002000001039;7.57806;129;1;2;4;10
2020-01-22;INC002000001040;8.57115;41;1;1;4;11
2020-01-22;INC002000001041;15.5703;25;2;2;4;9
2020-01-22;INC002000001042;8.56928;175;1;2;4;9
2020-01-22;INC002000001043;8.5669;41;1;1;4;11
2020-01-22;INC002000001045;7.5594;47;1;1;4;11
2020-01-22;INC002000001046;7.55789;129;1;2;4;9
2020-01-22;INC002000001047;15.5566;47;2;2;1;10
2020-01-22;INC002000001048;7.55508;175;2;2;4;10
2020-01-22;INC002000001049;14.5483;144;2;2;1;10
2020-01-22;INC002000001050;13.5439;25;1;2;4;9
2020-01-22;INC002000001051;30.5397;129;2;2;1;10
2020-01-22;INC002000001052;7.52887;175;2;2;2;9
2020-01-22;INC002000001053;7.51461;146;1;2;4;9
2020-01-22;INC002000001054;91.5538;63;2;2;4;10
2020-01-22;INC002000001055;14.5099;39;1;2;4;9
2020-01-22;INC002000001056;91.5491;39;2;2;4;10
2020-01-22;INC002000001057;7.50767;108;2;2;4;9
2020-01-22;INC002000001058;8.50503;115;1;2;4;10
2020-01-22;INC002000001059;8.50469;108;2;2;4;9
2020-01-22;INC002000001060;7.50456;150;2;2;4;9
2020-01-22;INC002000001062;7.49875;47;2;2;4;11
2020-01-22;INC002000001063;8.49479;47;2;2;1;10
2020-01-22;INC002000001064;7.48902;175;1;2;4;9
2020-01-22;INC002000001065;8.48799;175;2;2;4;10
2020-01-22;INC002000001066;8.4678;47;1;2;4;10
2020-01-22;INC002000001067;8.4655;175;1;2;4;9
2020-01-22;INC002000001068;19.4654;63;1;2;4;10
2020-01-22;INC002000001070;19.7542;63;1;2;4;10
2020-01-22;INC002000001071;14.4558;39;2;2;4;10
2020-01-22;INC002000001072;14.4541;39;2;2;4;10
2020-01-22;INC002000001073;23.4531;15;1;2;4;9
2020-01-22;INC002000001074;8.45135;47;2;2;1;10
2020-01-22;INC002000001075;8.45024;83;1;2;4;10
2020-01-22;INC002000001076;7.44409;175;1;2;4;10
2020-01-22;INC002000001077;7.44368;129;1;2;4;9
2020-01-22;INC002000001078;40.4403;129;2;2;4;10
2020-01-22;INC002000001079;145.481;70;1;2;2;10
2020-01-22;INC002000001081;9.42236;29;1;2;4;10
2020-01-22;INC002000001082;8.42197;15;1;2;4;9
2020-01-22;INC002000001083;8.41794;146;2;2;4;10
2020-01-22;INC002000001084;13.4177;175;1;2;4;9
2020-01-22;INC002000001085;12.4168;47;2;2;1;10
2020-01-22;INC002000001088;8.72322;63;1;2;4;9
2020-01-22;INC002000001089;8.38488;68;1;2;4;9
2020-01-22;INC002000001092;10.348;5;1;2;4;10
2020-01-22;INC002000001093;8.34291;129;2;2;1;10
2020-01-22;INC002000001094;12.3405;115;1;2;4;10
2020-01-22;INC002000001096;12.3185;129;2;2;1;10
2020-01-22;INC002000001097;5.68471;157;1;2;4;9
2020-01-22;INC002000001098;93.2761;117;2;2;1;10
2020-01-22;INC002000001099;8.21662;47;2;2;1;10
2020-01-22;INC002000001100;9.20645;146;1;2;4;10
2020-01-23;INC002000001101;29.8158;15;1;2;4;9
2020-01-23;INC002000001102;20.813;28;1;2;4;10
2020-01-23;INC002000001103;12.7875;25;1;2;4;9
2020-01-23;INC002000001104;7.77057;109;2;2;4;9
2020-01-23;INC002000001105;13.7606;39;2;2;1;9
2020-01-23;INC002000001106;14.7561;110;2;2;4;9
2020-01-23;INC002000001107;7.75561;175;1;2;4;10
2020-01-23;INC002000001108;13.7539;68;1;2;4;10
2020-01-23;INC002000001109;11.7516;103;2;2;4;10
2020-01-23;INC002000001110;8.75156;129;1;2;4;10
2020-01-23;INC002000001112;18.7394;41;1;2;4;9
2020-01-23;INC002000001113;22.7294;103;1;2;1;9
2020-01-23;INC002000001115;18.7019;15;2;2;1;10
2020-01-23;INC002000001116;7.71294;29;2;2;1;9
2020-01-23;INC002000001117;7.71166;15;1;2;4;9
2020-01-23;INC002000001118;7.70932;103;2;2;4;9
2020-01-23;INC002000001119;7.70626;175;1;2;4;9
2020-01-23;INC002000001120;7.70465;67;1;2;1;9
2020-01-23;INC002000001121;7.70216;175;2;2;4;10
2020-01-23;INC002000001123;18.6995;115;1;2;4;9
2020-01-23;INC002000001124;11.6989;47;2;2;1;10
2020-01-23;INC002000001125;12.6965;68;1;2;1;10
2020-01-23;INC002000001126;7.69571;103;2;2;1;10
2020-01-23;INC002000001127;7.69325;115;1;2;1;9
2020-01-23;INC002000001128;33.6919;68;2;2;4;10
2020-01-23;INC002000001129;7.69095;110;2;2;1;9
2020-01-23;INC002000001130;7.68898;175;1;2;4;9
2020-01-23;INC002000001131;12.682;39;1;2;4;9
2020-01-23;INC002000001132;6.99719;63;2;2;1;10
2020-01-23;INC002000001133;7.67575;129;1;2;4;9
2020-01-23;INC002000001134;11.6652;1;1;2;1;10
2020-01-23;INC002000001135;7.65932;15;1;2;4;9
2020-01-23;INC002000001136;13.6549;47;1;2;4;10
2020-01-23;INC002000001137;13.6525;39;2;2;4;9
2020-01-23;INC002000001138;15.6524;39;2;2;4;9
2020-01-23;INC002000001139;14.6522;25;1;2;4;9
2020-01-23;INC002000001140;7.64935;154;1;2;1;9
2020-01-23;INC002000001141;7.64826;175;1;2;1;10
2020-01-23;INC002000001142;7.6475;129;1;2;4;9
2020-01-23;INC002000001143;7.64229;25;2;2;4;10
2020-01-23;INC002000001144;14.6418;159;1;2;4;9
2020-01-23;INC002000001145;20.6347;47;1;2;4;11
2020-01-23;INC002000001146;13.6343;129;1;2;4;10
2020-01-23;INC002000001147;28.6333;47;1;2;4;10
2020-01-23;INC002000001148;11.6262;103;2;2;4;9
2020-01-23;INC002000001149;22.6251;47;2;2;4;10
2020-01-23;INC002000001150;7.62125;129;1;2;4;9
2020-01-23;INC002000001151;33.6211;47;2;2;4;10
2020-01-23;INC002000001152;11.616;141;1;2;2;9
2020-01-23;INC002000001153;27.6071;29;1;2;4;11
2020-01-23;INC002000001154;11.5954;25;1;2;4;10
2020-01-23;INC002000001155;12.595;25;1;2;4;10
2020-01-23;INC002000001158;7.59278;66;1;2;4;9
2020-01-23;INC002000001159;11.8796;137;1;2;1;10
2020-01-23;INC002000001160;7.59208;66;1;2;4;9
2020-01-23;INC002000001161;7.59105;47;1;2;1;9
2020-01-23;INC002000001162;7.58596;103;1;2;4;9
2020-01-23;INC002000001163;11.5834;103;1;2;4;9
2020-01-23;INC002000001164;11.5816;103;1;2;4;9
2020-01-23;INC002000001165;11.5809;103;1;2;4;9
2020-01-23;INC002000001166;7.57949;67;1;2;4;9
2020-01-23;INC002000001167;22.5794;47;2;2;1;10
2020-01-23;INC002000001170;7.5781;66;1;2;4;9
2020-01-23;INC002000001171;7.57745;66;1;2;4;9
2020-01-23;INC002000001174;7.57162;146;1;2;1;9
2020-01-23;INC002000001175;15.5712;80;2;2;1;10
2020-01-23;INC002000001176;11.5707;115;1;2;1;9
2020-01-23;INC002000001177;13.5688;47;1;2;1;9
2020-01-23;INC002000001179;7.56332;47;2;2;4;9
2020-01-23;INC002000001180;22.5618;53;2;2;1;9
2020-01-23;INC002000001181;7.56;103;1;2;4;10
2020-01-23;INC002000001182;7.55781;25;2;2;4;9
2020-01-23;INC002000001183;7.53662;15;1;2;1;9
2020-01-23;INC002000001185;8.52238;157;1;2;1;10
2020-01-23;INC002000001186;7.51245;141;1;2;4;10
2020-01-23;INC002000001187;4.9656;72;2;2;2;10
2020-01-23;INC002000001188;19.5072;59;1;2;4;10
2020-01-23;INC002000001189;7.50335;175;1;2;4;9
2020-01-23;INC002000001191;33.4899;47;1;2;4;10
2020-01-23;INC002000001192;8.48922;47;2;2;1;10
2020-01-23;INC002000001193;12.4862;162;2;2;4;10
2020-01-23;INC002000001194;7.48096;47;2;2;4;9
2020-01-23;INC002000001195;22.4754;47;1;2;4;10
2020-01-23;INC002000001196;15.4739;25;1;2;4;9
2020-01-23;INC002000001197;15.4661;162;2;2;4;9
2020-01-23;INC002000001198;11.4602;29;1;2;2;9
2020-01-23;INC002000001199;11.448;162;2;2;4;9
2020-01-23;INC002000001200;70.4873;60;1;2;4;10
2020-01-23;INC002000001201;194.628;141;2;2;4;11
2020-01-23;INC002000001202;7.5853;141;1;2;4;10
2020-01-23;INC002000001203;8.57015;101;1;2;1;10
2020-01-23;INC002000001204;56.5694;129;1;2;1;10
2020-01-23;INC002000001205;7.55997;103;2;2;1;10
2020-01-23;INC002000001206;7.52729;68;2;2;4;10
2020-01-23;INC002000001207;13.5153;108;1;2;4;9
2020-01-23;INC002000001209;7.49934;150;1;2;1;9
2020-01-23;INC002000001211;0.0145833;25;2;2;4;9
2020-01-23;INC002000001212;13.4772;39;2;2;1;9
2020-01-23;INC002000001213;56.4707;129;1;2;1;10
2020-01-23;INC002000001214;7.4691;39;1;2;2;10
2020-01-23;INC002000001215;7.46782;39;1;2;2;10
2020-01-23;INC002000001216;8.4658;175;1;2;1;9
2020-01-23;INC002000001217;14.4634;129;1;2;4;9
2020-01-23;INC002000001218;7.46148;175;2;2;4;9
2020-01-23;INC002000001219;13.4538;68;2;2;4;10
2020-01-23;INC002000001221;8.42321;175;1;2;1;9
2020-01-23;INC002000001222;25.417;154;1;2;2;10
2020-01-23;INC002000001223;8.41346;129;1;2;4;9
2020-01-23;INC002000001224;7.40785;129;1;2;1;9
2020-01-23;INC002000001225;7.40325;164;1;2;4;9
2020-01-23;INC002000001226;8.39584;47;2;2;1;10
2020-01-23;INC002000001227;11.3958;47;2;2;1;10
2020-01-23;INC002000001228;12.3703;15;1;2;4;10
2020-01-23;INC002000001229;11.3525;47;1;2;4;10
2020-01-23;INC002000001230;57.2625;18;2;2;4;10
2020-01-23;INC002000001231;11.2353;68;1;2;1;10
2020-01-23;INC002000001232;14.2212;39;2;2;1;10
2020-01-23;INC002000001233;8.21978;39;2;2;1;10
2020-01-23;INC002000001234;102.226;129;1;2;4;10
2020-01-24;INC002000001235;7.7733;175;1;2;1;10
2020-01-24;INC002000001236;7.75252;159;1;2;1;10
2020-01-24;INC002000001238;7.74356;47;1;2;4;10
2020-01-24;INC002000001239;7.72299;25;2;2;4;9
2020-01-24;INC002000001240;55.7205;47;1;1;4;9
2020-01-24;INC002000001242;39.6996;103;2;2;4;10
2020-01-24;INC002000001243;10.69;175;1;2;4;10
2020-01-24;INC002000001244;10.6862;80;2;2;4;10
2020-01-24;INC002000001245;7.68333;175;1;2;4;10
2020-01-24;INC002000001246;10.6613;15;1;2;4;9
2020-01-24;INC002000001247;10.656;108;1;2;4;10
2020-01-24;INC002000001248;7.63781;103;2;2;4;10
2020-01-24;INC002000001249;13.6142;39;1;2;4;10
2020-01-24;INC002000001250;10.929;63;1;2;4;10
2020-01-24;INC002000001251;10.6133;103;2;2;4;9
2020-01-24;INC002000001252;89.6542;129;1;2;4;10
2020-01-24;INC002000001253;32.609;129;1;2;4;10
2020-01-24;INC002000001255;32.6043;47;2;2;4;10
2020-01-24;INC002000001258;7.59531;72;1;1;2;11
2020-01-24;INC002000001259;10.5874;101;1;2;1;9
2020-01-24;INC002000001260;7.58256;68;1;2;1;9
2020-01-24;INC002000001261;13.5808;129;1;2;2;9
2020-01-24;INC002000001262;18.5794;15;1;1;4;11
2020-01-24;INC002000001263;10.5632;146;1;2;4;9
2020-01-24;INC002000001264;52.5549;68;2;2;4;10
2020-01-24;INC002000001265;47.5535;43;1;2;4;10
2020-01-24;INC002000001266;10.5441;72;2;2;4;10
2020-01-24;INC002000001271;19.5339;68;1;2;1;10
2020-01-24;INC002000001273;7.51558;175;1;2;4;9
2020-01-24;INC002000001274;11.5144;172;1;2;4;10
2020-01-24;INC002000001276;8.49683;146;1;2;4;9
2020-01-24;INC002000001277;8.49633;129;1;2;4;9
2020-01-24;INC002000001278;48.4912;43;1;2;4;10
2020-01-24;INC002000001279;13.476;175;2;2;4;9
2020-01-24;INC002000001280;24.4696;29;1;2;4;10
2020-01-24;INC002000001281;34.4694;60;1;2;4;10
2020-01-24;INC002000001282;34.4511;162;2;2;4;10
2020-01-24;INC002000001283;12.4508;157;2;2;4;9
2020-01-24;INC002000001284;19.4503;129;1;2;4;9
2020-01-24;INC002000001285;24.4494;157;2;2;4;9
2020-01-24;INC002000001286;74.016;175;1;2;4;9
2020-01-24;INC002000001287;11.4254;175;1;2;1;9
2020-01-24;INC002000001288;14.4043;47;2;2;4;10
2020-01-24;INC002000001289;11.3731;175;1;2;4;10
2020-01-24;INC002000001290;10.373;29;1;2;4;10
2020-01-24;INC002000001291;14.343;39;2;2;4;10
2020-01-24;INC002000001292;7.33101;146;1;2;1;9
2020-01-24;INC002000001293;8.29334;146;1;2;4;10
2020-01-24;INC002000001294;7.28426;146;1;2;4;9
2020-01-24;INC002000001295;13.2127;39;2;2;4;10
2020-01-23;INC002000001302;7.44398;175;1;2;4;9
2020-01-23;INC002000001303;8.44032;175;1;2;1;10
2020-01-23;INC002000001304;25.4387;29;1;2;2;10
2020-01-23;INC002000001305;8.43802;150;1;2;1;9
2020-01-23;INC002000001306;18.4283;63;1;2;1;10
2020-01-23;INC002000001307;8.42613;80;2;2;1;10
2020-01-23;INC002000001308;13.4225;157;1;2;4;9
2020-01-23;INC002000001309;8.41226;150;2;2;1;10
2020-01-23;INC002000001310;13.406;39;2;2;1;11
2020-01-23;INC002000001311;12.4048;39;2;2;1;10
2020-01-23;INC002000001312;14.3989;141;2;2;4;10
2020-01-23;INC002000001313;13.3975;175;1;2;4;9
2020-01-23;INC002000001314;33.377;47;2;2;1;10
2020-01-23;INC002000001315;8.37373;129;2;2;4;10
2020-01-23;INC002000001316;8.36683;129;1;2;4;10
2020-01-23;INC002000001317;8.36462;129;2;2;4;9
2020-01-23;INC002000001318;0.734769;175;1;2;4;9
2020-01-23;INC002000001319;8.34656;175;1;2;4;9
2020-01-23;INC002000001320;8.33304;146;1;2;4;9
2020-01-23;INC002000001321;13.3311;39;2;2;1;10
2020-01-23;INC002000001322;90.3708;39;2;2;4;10
2020-01-23;INC002000001325;11.324;66;1;2;4;9
2020-01-23;INC002000001326;11.3231;66;1;2;4;9
2020-01-23;INC002000001327;11.3219;25;1;2;4;10
2020-01-23;INC002000001328;11.3216;25;1;2;4;10
2020-01-23;INC002000001330;11.2654;68;1;2;4;10
2020-01-23;INC002000001331;11.1711;103;2;2;4;10
2020-01-24;INC002000001332;10.9867;25;1;2;4;10
2020-01-24;INC002000001335;7.80558;146;2;2;4;9
2020-01-24;INC002000001336;47.7666;43;1;2;4;10
2020-01-24;INC002000001337;47.7608;43;1;2;4;9
2020-01-24;INC002000001338;108.795;43;1;2;4;9
2020-01-24;INC002000001339;7.72907;175;1;2;1;10
2020-01-24;INC002000001340;10.725;25;1;2;4;10
2020-01-24;INC002000001341;7.72316;146;1;2;4;9
2020-01-24;INC002000001343;3.21677;39;2;2;4;9
